0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
208837420,0,0,MONTGOMERY COSCIA GREILICH LLP,PLANO,TX,2014,0,0,0,0,0,0,0,0,0,0,0,118790,0,0,0,0,0,124028,0,0,4007,1,1,1,2,2
416042706,0,1,MICHAEL B POOLE PA,CHASKA,MN,2014,SERVICE TO OTHERS.,0,45,11,0,0,0,0,816,1818,0,10095,17141,97730,0,0,0,11123,0,0,64422,1,1,1,1,1
550857380,0,0,Steven F Deutsch CPA,SAN FRANCISCO,CA,2014,0,0,0,0,0,0,0,0,0,0,0,33100,0,0,0,0,0,30297,0,0,5760,1,1,1,2,2
861098602,0,0,DANIEL N MILLIKEN CPA A PROF CORP,SANTA ANA,CA,2014,0,0,0,0,0,0,0,0,0,0,0,64031,0,0,0,0,0,92826,0,0,-27276,1,1,1,2,2
364701404,0,4,SAN JUAN FINANCIAL,SANTA BARBARA,CA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
391998578,0,4,CLIFTONLARSONALLEN LLP,OSHKOSH,WI,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
043672762,0,0,Katie Nuss,Roseville,CA,2014,Child Advocacy,0,0,0,0,294,0,0,0,0,0,51005,0,0,0,0,0,46530,0,0,36832,1,1,1,1,1
043596357,0,0,Katz Fram & Co APC CPA's,Santa Monica,CA,2014,Cancer Research.,2002,4,0,0,0,0,0,828453,0,0,828519,128093,34261,0,0,0,34863,0,0,799655,1,1,1,1,1
930634959,0,0,BJORKLUND & MONTPLAISIR CPA'S,SEATTLE,WA,2014,PROVIDE OCCUPATIONAL TRAINING BENEFITS FOR PARTICIPANTS,0,0,9,0,0,0,0,0,1002214,0,1159430,1030522,0,0,585255,0,1109785,0,0,7343112,1,1,1,1,1
841076613,0,0,EAKINS FORT & COMPANY PC,CASTLE ROCK,CO,2014,TO PROMOTE LAND CONSERVATION,1987,12,2,0,0,4100,0,88408,16525,0,142006,296470,0,0,79832,23049,129656,52500,0,895774,1,1,1,1,1
010211812,0,0,PFBFCPAS,BATH,ME,2014,"THE Y'S MISSION IS TO SEEK TO PROMOTE THE SPIRITUAL, PHYSICAL AND MENTAL WELFARE OF ALL THE PEOPLE IT SERVES.",1856,401,182,55083,0,12950,0,167754,2224311,0,2471711,2346838,0,0,1419935,52946,2545948,73461,0,4491974,1,1,1,1,1
146013369,0,0,PATTISON KOSKEY HOWE & BUCCI CPA,COXSACKIE,NY,2014,"PRESERVATION OF ARTS, HISTORICAL SITES AND PUBLIC EDUCATION",1930,63,6,0,24099,1529,0,31833,13385,0,182757,272513,1450,0,113513,0,257058,0,0,3629375,1,1,1,1,1
201381912,0,0,Dylewsky Goldberg & Brenner LLC,New York,NY,2014,"The Institute's mission is to explore the subject of antisemitism within a comprehensive, interdisciplinary framework from an array of approaches and perspectives as well as global, national and regional contexts. This mission encompasses the study of such subjects as changing historical phases of antisemitism, how antisemitism relates to other forms of hatred, or to what extent it is unique, how some societies are able to resist antisemitism and how policies could be developed and utilized to combat it.",2004,0,11,0,0,102758,0,1052583,0,0,1052583,425935,0,0,523274,243549,883318,247473,1,154367,1,1,1,1,1
954574466,0,0,DAUBY O'CONNOR & ZALESKI LLC,LOS ANGELES,CA,2014,"TELACU HOUSING-PACOIMA, INC. IS A NOT-FOR-PROFIT CORPORATION FORMED IN ACCORDANCE WITH THE NOT-FOR-PROFIT STATUTES OF THE STATE OF CALIFORNIA. THE CORPORATION WAS FORMED FOR THE PURPOSE OF OPERATING A 75 UNIT COMMUNITY KNOWN AS TELACU LAS FLORES LOCATED IN THE CITY OF PACOIMA, CALIFORNIA, WHICH PROVIDES HOUSING FOR VERY LOW-INCOME ELDERLY PERSONS. THE CORPORATION RECEIVES HOUSING ASSISTANCE PAYMENTS FROM THE U.S. DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT PURSUANT TO SECTION 202 OF THE NATIONAL HOUSING ACT, AS AMENDED.",1995,0,0,0,0,0,333574,0,221073,0,560596,548477,0,0,0,0,732143,0,0,-2165559,1,1,1,1,1
310930319,0,0,BALESTRA HARR & SCHERER CPAS INC,CIRCLEVILLE,OH,2014,TO RESCUE AND CARE FOR ABUSED AND ABANDONED ANIMALS.,1945,17,4,0,0,0,0,27606,11861,0,58275,52285,0,0,11273,0,73081,3600,0,815950,1,1,1,1,1
561951952,0,0,SMART START OF NEW HANOVER COUNTY,Wilmington,NC,2014,"Smart Start of New Hanover County seeks to build bridges to develop, sustain and enhance health, family support and early education services for all children, ages birth to five.",1995,28,19,53000,0,45856,1614545,37556,12176,0,1766862,1588186,509294,0,933478,0,1749446,70116,0,95856,1,1,1,1,1
272273596,0,0,HUNT & ASSOCIATES P C,OSKALOOSA,IA,2014,"BRING PEOPLE TOGETHER TO BUILD AND STRENGTHEN COMMUNITY THROUGH VOLUNTEER SERVICE BY PROVIDING ACCESS TO GOOD NUTRITIOUS FOOD AT AFFORDABLE PRICES. WE ARE COMMITTED TO SUPPORTING LOCAL NEIGHBORHOOD HOST SITES WHERE ALL MAY PARTICIPATE, SERVE AND LEAD WITH DIGNITY.",2010,500,6,0,0,0,0,1287,884245,0,936840,939747,0,0,109570,0,908083,0,0,599305,1,1,1,1,1
133747036,0,4,Berdon LLP,NEW YORK,NY,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
222203585,0,0,FREED MAXICK CPAS PC,CHEEKTOWAGA,NY,2014,0,0,0,0,0,0,0,0,0,0,0,5352,0,0,0,0,0,371987,0,0,0,1,1,1,2,2
770558956,0,4,Adair & Evans An Accountancy Corporation,Sherman Oaks,CA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
201778861,0,0,HHH CPA GROUP LLC,TOLEDO,OH,2014,"THE MISSION OF MARITIME ACADEMY OF TOLEDO, A TUITION FREE COMMUNITY SCHOOL, IS TO ENABLE EACH STUDENT TO PURSUE ACADEMIC EXCELLENCE AND DEVELOP POSITIVE CHARACTER TRAITS IN AN EDUCATIONAL ENVIRONMENT THAT SUPPORTS INDIVIDUAL HANDS ON, LIFE BASED LEARNING, AUTHENTIC ASSESSMENT, AND CHARACTER FORMATION, A SAFE HEALTHY LEARNING ENVIRONMENT THAT SUPPORTS THE MISSION AND IS COMMITTED TO DEVELOPING STRONG PARTNERSHIPS WITH FAMILIES.",2006,3,58,0,0,0,2862612,0,40821,0,3043433,2656436,0,0,1487329,0,2627582,9750,0,-1234744,1,1,1,1,1
061804372,0,0,HIENZ & MACALUSO LLC,NEW ORLEANS,LA,2014,TO PROVIDE AND INCREASE DECENT AND AFFORDABLE HOUSING OPPORTUNITIES TO LOW AND MODERATE INCOME PEOPLE IN THE CITY OF NEW ORLEANS AND REVITALIZATION OF THE CARROLLTON/HOLLYGROVE NEIGHBORHOOD IN THE WAKE OF HURRICANE KATRINA.,2007,385,22,0,0,0,0,0,0,0,487479,430256,0,0,237214,0,541631,0,0,-27256,1,1,1,1,1
752215749,0,0,CUNNINGHAM NORTHINGTON ADAMS & COOK,FORT WORTH,TX,2014,"PROGRAM SERVICES BENEFITING THE COMMUNITY THROUGH ECONOMIC LITERACY, COMMUNITY TRAINING, HEALTHY RELATIONSHIP EDUCATION AND THE PROLIFERATION OF WOMEN'S LEADERSHIP.",1897,0,0,0,0,0,0,0,0,0,15957,9988,14858,0,0,0,14858,0,0,3576,1,1,1,1,1
411938525,0,0,MAHONEYULBRICHCHRISTIANSEN & RUSS PA,WOODBURY,MN,2014,FIGURE SKATING CLUB,1999,9,0,0,4490,0,0,0,123174,0,146679,165505,0,0,0,0,141108,0,0,82736,1,1,1,1,1
201301939,0,0,ROGOVIN & SPERBER LLP,SCARSDALE,NY,2014,"SUPPORTING RESEARCH & TREATMENT IN THE AREA OF INFECTIOUS DISEASES, IMMUNOLOGY & GENETICS AND THEIR IMPACT ON CHILDREN.",0,0,0,0,0,0,0,300,0,0,6832,9914,15000,0,0,0,31080,0,0,416175,1,1,1,1,1
720924862,0,1,William R Hulsey APAC,MONROE,LA,2014,FRATERNITY WITH A PHILANTROPIC MISSION,1956,0,3,0,26171,0,0,34562,0,0,277775,440518,0,0,93567,0,243659,0,0,837167,1,1,1,1,1
043153941,0,0,FRITZ DEGUGLIELMO LLC,Amesbury,MA,2014,Provide meals for those in need.,1992,300,6,0,0,15812,15196,1171347,0,0,1186875,553866,0,0,137573,22608,607293,51672,0,853945,1,1,1,1,1
237058876,0,1,DIMONE LLC,PORTLAND,OR,2014,TO PROMOTE SKIING AND OTHER RECREATIONAL ACTIVITIES FOR THE BENEFIT OF THE THE CLUB'S MEMBERS,1970,0,1,0,0,0,0,0,278523,0,278579,243300,0,0,19821,0,339104,0,0,76035,1,2,1,1,1
237154156,0,1,MYLER & SZCZYPKA PC,GAYLORD,MI,2014,THE PROMOTION OF SOCIAL WELFARE AND RECREATION.,1971,10,0,0,0,0,0,0,887836,0,943937,947737,0,0,310755,0,980438,0,0,4284598,1,2,1,1,1
133506107,0,0,COHNREZNICK LLP,Washington,DC,2014,"chap defines, verifies and advances the highest quality of home and community-based care through its, standards, accreditation, education and research.",1988,0,41,0,0,0,0,0,13405230,0,13731002,14576106,0,0,8264674,0,16472942,1953941,11,9881446,1,1,1,1,1
562118777,0,0,Preston and Sims PA,Winston Salem,NC,2014,To improve the quality of life for low resource families and develop the Goler-Depot Street Area of Winston Salem,1998,0,0,0,0,0,0,176832,0,0,251129,438291,0,0,144282,0,316549,0,0,-48960,1,1,1,1,1
630302117,0,0,ROBERT HALL & ASSOCIATES PC,MOBILE,AL,2014,"TO PROVIDE CHILDCARE SERVICES TO WORKING FAMILIES, EMPHASIZING A QUALITY EDUCATION AND NUTRITION PROGRAMS FOR CHILDREN AGES SIX WEEKS THROUGH THIRTEEN YEARS.",1945,0,29,4311,630,0,589839,39726,258687,0,918739,957248,0,0,550587,0,934681,0,0,972133,1,1,1,1,1
060771393,0,0,Doherty Beals & Banks PC,Gales Ferry,CT,2014,To change our community by helping people in need through responsible use of donations.,1969,2500,30,0,0,40782,0,9665950,0,0,9768654,9789871,7383393,0,2037116,801667,10193765,128217,1,9330554,1,1,1,1,1
751094140,0,0,CLIFTONLARSONALLENLLP,DALLAS,TX,2014,"GRACE PRESBYTERIAN VILLAGE IS A CONTINUING CARE RETIREMENT COMMUNITY FOUNDED IN 1962 AND LOCATED ON 27 BEAUTIFUL WOODED ACRES IN OAK CLIFF. WE ARE A MEMBER OF DALLAS-BASED PRESBYTERIAN COMMUNITIES AND SERVICES, A NOT-FOR-PROFIT ORGANIZATION, AND WE PLEDGE TO ENRICH THE LIVES OF THOSE WE SERVE BY PROVIDING EXCEPTIONAL CARE AND SERVICES IN A FAITH-BASED CULTURE. OUR WIDE RANGE OF SERVICES INCLUDES RESIDENTIAL LIVING, ASSISTED LIVING, SKILLED NURSING AND REHABILITATION, OUTPATIENT THERAPY, AND ALZHEIMER'S AND DEMENTIA CARE. OUR PROGRAMS AND SERVICES ARE AVAILABLE TO PERSONS WITHOUT REGARD TO RACE, COLOR, RELIGION, NATIONAL ORIGIN, GENDER, OR DISABILITY.",1962,0,648,0,0,0,0,240611,31753812,0,34935238,33759677,1439548,0,18972211,0,36977683,182306,1,46546797,1,1,1,1,1
510099181,0,0,Sandra S Gulledge CPA PA,MILFORD,DE,2014,"LIBRARY SERVICES RESIDENTS OF MILFORD SCHOOL DISTRICT PROVIDE ACCESS AND GUIDANCE TO INFORMATION AND MATERIALS TO FULFILL EDUCATIONAL, INFORMATIONAL, RECREATIONAL AND CULTURAL NEEDS OF THE RESIDENTS ON THE MILFORD SCHOOL DISTRICT AND SURROUNDING AREA",1920,35,20,0,0,0,522278,22564,144070,0,708104,811919,300,0,338898,5002,780609,57105,0,5401733,1,1,1,1,1
208904180,0,0,MJE MANAGEMENT INC DBA VERANT GROUP,LA JOLLA,CA,2014,0,0,0,0,0,0,0,0,0,0,0,137902,0,0,0,0,0,113816,0,0,35817,1,1,1,2,2
561438854,0,0,CANNON & COMPANY LLP,KERNERSVILLE,NC,2014,0,0,0,0,0,0,0,0,0,0,0,44000,0,0,0,0,0,28683,0,0,-175171,1,1,1,2,2
237039087,0,0,HEARD MCELROY & VESTAL LLC,SHREVEPORT,LA,2014,0,0,0,0,0,20370,0,0,0,0,0,80414,0,0,0,0,0,42601,0,0,46338,1,1,1,2,2
262994337,0,0,ROBINSON FARMER COX ASSOCIATES,CHARLOTTESVILLE,VA,2014,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,18684,0,0,309538,1,1,1,2,2
260281947,0,0,INTERNATIONAL DISCIPLES FOUNDATION,Richardson,TX,2014,0,0,0,0,0,0,0,0,0,0,0,189300,0,0,0,0,0,189300,0,0,0,1,1,1,2,2
237091242,0,0,EMERT & ASSOCIATES PC,FLEMINGTON,PA,2014,"FORM 990, PART I, LINE 1, DESCRIPTION OF ORGANIZATION MISSION: FLEMINGTON, MILL HALL, AND LOGANTON AND THE TOWNSHIP OF BALD EAGLE,LAMAR, PORTER, GREENE, LOAGAN AND ALLISON IN CLINTON COUNTY AND WALKER AND MARION TOWNSHIP IN CENTRE COUNTY. THIS SERVICE ALSO PROVIDES ADVANCED LIFE SUPPORT TO THE BOROUGH OF BEECH CREEK AND THE TOWNSHIP OF BEECH CREEK, LIBERTY, CURTIN AND HOWARD. THIS ORGANIZATION IS COMMITTED TO RESPOND TO ANY INCIDENT IN ANY AREA THAT SUMMONS ITS ASSISTANCE. FORM 990, PART III, LINE 1, DESCRIPTION OF ORGANIZATION MISSION: COUNTY. THIS SERVICE ALSO PROVIDES ADVANCED LIFE SUPPORT TO THE BOROUGH OF BEECH CREEK AND THE TOWNSHIP OF BEECH CREEK, LIBERTY, CURTIN AND HOWARD. THIS ORGANIZATION IS COMMITTED TO RESPOND TO ANY INCIDENT IN ANY AREA THAT SUMMONS ITS ASSISTANCE. FORM 990, PART VI,SECTION A, LINE 6: A MEMBER IS AN INDIVIDUAL WHO ACTIVELY PARTICIPATES IN THE FUNCTIONING OF THE CORPORATION (I.E. AMBULANCE CALLS, WORK SESSIONS, MEETINGS, ETC.) FORM 990, PART VI, SECTION A,",1982,10,30,0,0,0,6927,25274,674981,0,710329,611260,0,0,321603,0,447015,0,0,419173,1,1,1,1,1
331085125,0,0,WERMER ROGERS DORAN & RUZON LLC,MANHATTAN,IL,2014,OUR PRIMARY EXEMPT PURPOSE IS TO SEND CARE PACKAGES TO OUR DEPLOYED MILITARY AND WOUNDED SOLDIERS.,2004,3500,0,0,0,6266,0,263046,0,0,263046,7467331,125188,0,0,6266,298910,0,0,53717,1,1,1,1,1
131690769,0,0,MARKS PANETH LLP,PURCHASE,NY,2014,"THE AGENCY OPERATES VARIOUS PROGRAMS IN WESTCHESTER COUNTY, NEW YORK FOR PERSONS WITH DEVELOPMENTAL, EMOTIONAL, AND/OR PHYSICAL DISABILITIES. THE AGENCY RECEIVES ITS SUPPORT PREDOMINATELY FROM FEDERAL AND NEW YORK STATE GOVERNMENTAL SOURCES.",1948,23,507,0,0,99262,158648,188582,21297158,0,22802403,21572301,0,0,15773690,155584,22309402,676766,5,14178949,1,1,1,1,1
956187083,0,0,ONISKO & SCHOLZ LLP,REDLANDS,CA,2014,"To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.",1967,402,476,30336,17937,69427,1543149,531754,268839,0,2604986,3346349,0,0,1933184,277247,2675792,80443,0,4571867,1,1,1,1,1
030410639,0,0,COHNREZNICK LLP,DENVER,CO,2014,"OWN AND OPERATE A 20-UNIT APARTMENT PROJECT WHICH PROVIDES HOUSING TO LOW-INCOME ELDERLY, HANDICAPPED AND HOMELESS FAMILIES.",2001,0,0,0,0,0,0,0,90896,0,90930,92356,0,0,20896,0,159211,0,0,756369,1,1,1,1,1
310537069,0,0,MELLOTT & MELLOTT PLL,CINCINNATI,OH,2014,"THE BEECHWOOD HOME OFFERS SPECIALIZED, LONG-TERM CARE SERVICES TO THOSE WHO HAVE INCURABLE, NEUROLOGICAL, CHRONIC AND DISABLING CONDITIONS.",1890,84,177,0,0,92842,0,3049293,5964151,0,9242868,9063289,0,0,5347421,162146,9076519,420240,2,51535210,1,1,1,1,1
231584971,0,0,SHECHTMAN MARKS DEVOR PC,PHILADELPHIA,PA,2014,"INDEPENDENCE SEAPORT MUSEUM IS A NATIONALLY PROMINENT, NON-PROFIT, EDUCATIONAL INSTITUTION THAT COLLECTS, PRESERVES, EXHIBITS, AND INTERPRETS ARTIFACTS AND ARCHIVAL MATERIALS, AND NURTURES THE SKILLS AND CULTURE OF OUR RICH MARITIME PAST AND PRESENT, FOR A DIVERSE AUDIENCE.",1960,77,74,0,37097,100451,142730,1687323,652474,0,3384717,2518072,0,0,2029846,363474,4479686,135000,1,13042867,1,1,1,1,1
270716777,0,0,JULIE MELDER CPA,Douglas,WY,2014,"To inspire all young people, especially thos who need us most, to reach their full potential as productive, responsible and caring citizens by providing after-school and summer educational and recreational programs to youth in the Douglas, WY area.",2009,20,23,5750,1735,3014,87666,239355,47808,0,414561,345864,0,0,212482,4562,308902,38544,0,167290,1,1,1,1,1
611413533,0,0,Argyle ISD Education Foundation Inc,Argyle,TX,2014,"The organizations mission is to solicit, manage and provide resources to enhance the learning environment for Argyle Independent School District students.",2002,20,1,0,0,130905,0,17583,0,0,148488,178895,61192,0,19045,5048,105855,20000,0,994072,1,1,1,1,1
954052698,0,0,James E Gill CPA LLP,ENCINO,CA,2014,0,0,0,0,0,0,0,0,0,0,0,112500,0,0,0,0,0,87208,0,0,87672,1,1,1,2,2
411664037,0,0,VALLEY ACCTG & TAX,EAGAN,MN,2014,0,0,0,0,0,0,0,0,0,0,0,32779,0,0,0,0,0,25620,0,0,24805,1,2,1,2,2
020722777,0,0,KARTHA FINANCIAL INC,Philadelphia,PA,2014,0,0,0,0,0,0,0,0,0,0,0,13636,0,0,0,0,0,13588,0,0,48,1,1,1,2,2
953523323,0,1,Rogers & Company PLLC,New York,NY,2014,"Strengthen the industry and enable business opportunities through education, innovation, networking and recognition.",1980,70,0,0,0,0,0,0,2773338,0,2913095,2639912,0,0,0,0,2938332,0,0,2652247,1,2,1,1,1
592992738,0,0,Lauzon & Lauzon PC,PANAMA CITY,FL,2014,0,0,0,0,0,0,0,0,0,0,0,84992,0,0,0,0,0,92774,0,0,20729,1,1,1,2,2
521384006,0,0,Kimberly J Bevins Accountant,Abingdon,VA,2014,0,0,0,0,0,6431,0,0,0,0,0,68282,0,0,0,0,0,63364,0,0,124367,1,2,1,2,2
631161313,0,1,HARTMANN BLACKMON & KILGORE PC,POINT CLEAR,AL,2014,OUR CLUB PROMOTES FELLOWSHIP AND COMMUNITY AWARENESS THROUGH WEEKLY MEETINGS WITH OUTSIDE SPEAKERS. OUR CLUB PROMOTES VOLUNTEERISM AND PHILANTHROPY BY STAGING FUNDRAISING EVENTS FROM WHICH THE PROCEEDS GO TO SUPPORT QUALIFIED AND DESERVING 501(C)3 ORGANIZATIONS IN OUR COMMUNITY.,1995,80,0,0,68918,0,0,7725,0,0,135712,136348,81491,0,0,0,145581,0,0,31852,1,2,1,1,1
130428020,0,1,UHY ADVISORS MID-ATLANTIC MD INC,ARLINGTON,VA,2014,TO PROMOTE THE USE OF ALUMINUM AND TO PROVIDE A FORUM FOR THE EXCHANGE OF (CONTINUED ON SCHEDULE O) INFORMATION AND DISCUSSION OF ISSUES RELATING TO THE INDUSTRY.,1933,22,22,0,0,0,0,0,5332626,0,5344059,5662077,20000,0,2380437,0,5221531,1200465,6,2579537,1,2,1,1,1
043074105,0,1,BARRETT & SCIBELLI LLC,WOBURN,MA,2014,LABOR UNION REPRESENTATIVE,1992,0,9,0,0,0,0,0,1094840,0,1103110,949682,0,0,566063,0,1022463,176227,1,2098123,1,2,1,1,1
453248340,0,0,KPM CPAS PC,BENTONVILLE,AR,2014,0,0,0,0,0,0,0,0,0,0,0,90963,0,0,0,0,0,67611,0,0,71616,1,1,1,2,2
470894197,0,0,MCINNIS TAX AND ACCOUNTING INC,SEMMES,AL,2014,0,0,0,0,0,0,0,0,0,0,0,47925,0,0,0,0,0,46647,0,0,20910,1,2,1,2,2
141816308,0,0,ZULCH INC,RED HOOK,NY,2014,0,0,0,0,0,1471,0,0,0,0,0,31803,0,0,0,0,0,16281,0,0,37993,1,1,1,2,2
060999696,0,0,COUNCILOR BUCHANAN & MITCHELL PC,WASHINGTON,DC,2014,"THE ALLIANCE IS A COMMUNITY DEDICATED TO ACCELERATING EXCELLENCE IN HEALTHCARE PERFORMANCE THROUGH EDUCATION, ADVOCACY, AND COLLABORATION.",1976,0,16,0,642426,0,0,0,1544171,0,2240026,2436409,0,0,708349,0,2281447,169386,1,177299,1,1,1,1,1
131517563,0,4,,NEW YORK,NY,0,0,0,0,0,0,0,0,0,0,0,0,2120400,0,0,0,0,0,0,0,0,0,2,2,2,2,2
391669331,0,1,ERNST & YOUNG US LLP,PITTSBURGH,PA,2014,THE VEBA EXISTS FOR THE EXCLUSIVE PURPOSE OF FUNDING HOSPITAL/MEDICAL DENTAL AND LIFE INSURANCE BENEFITS FOR ELIGIBLE ACTIVE EMPLOYEES RETIREES AND THEIR ELIGIBLE DEPENDENTS.,1988,0,0,0,0,0,0,0,41961863,0,47643118,45265643,0,37908675,29751,0,42444259,29751,0,97212717,1,2,1,1,1
770341838,0,4,YH ADVISORS INC,LOS ANGELES,CA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
113240737,0,4,ARTHUR FRIEDMAN CPA,SANDS POINT,NY,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
431723659,0,1,BUCHER ESSNER & MILES LLC,SIKESTON,MO,2014,"CONSTRUCTION AND SUBSEQUENT LEASE OF A PUBLIC SAFETY BUILDING FOR THE CITY OF SIKESTON, MISSOURI, VIA DONATED LAND FROM THE CITY AND LOAN PROCEEDS FROM THE UNITED STATES DEPARTMENT OF AGRICULTURE RURAL DEVELOPMENT.",1994,0,0,0,0,0,0,0,313017,0,313033,313027,0,0,0,0,313810,0,0,1892928,1,2,1,1,1
840765764,0,1,Terry R Whipple CPA,Salt Lake City,UT,2014,Provide health benefit services for employees,1977,0,11,0,0,0,0,0,28066725,0,28334009,25845569,0,26996494,0,0,27299614,0,0,12556360,1,2,1,1,1
362703057,0,1,LEGACY PROFESSIONALS LLP,CHICAGO,IL,2014,"THE MISSION OF THE COLLEGE IS TO IMPROVE THE QUALITY OF TREATMENT PROVIDED TO PROSTHODONTIC PATIENTS THROUGH EDUCATIONAL ACTIVITIES DESIGNED TO BRING NEW IDEAS, TECHNIQUES, AND RESEARCH INTO CLINICAL PRACTICE AND TO ENHANCE THE PROSTHODONTIC SERVICES RECEIVED BY THE PUBLIC.",1970,320,12,0,0,0,0,330140,2831327,0,3242702,3298124,2000,0,1214945,0,2998951,298246,1,1671717,1,2,1,1,1
770645010,0,1,STOCKMAN KAST RYAN & CO LLP,Pueblo,CO,2014,"TO PUBLICLY PROMOTE BUCKING BULL OWNERSHIP, BREEDING, TRAINING & WELFARE... SEE SCH. O FOR CONTINUATION",2008,9,0,0,0,0,0,0,632990,0,633141,742070,1000,0,0,0,688316,0,0,-368531,1,2,1,1,1
464729004,0,0,Patricia M Navarro CPA,Pittsburgh,PA,2014,0,0,0,0,0,0,0,0,0,0,0,131999,0,0,0,0,0,95627,0,0,72596,1,1,1,2,2
237278966,0,1,Ditmars Perazza & Co LLP,WILLINGBORO,NJ,2014,0,0,0,0,0,34319,0,0,0,0,0,72165,0,0,0,0,0,82561,0,0,133380,1,2,1,2,2
742637183,0,1,PADGETT STRATEMANN & CO LLP,SAN ANTONIO,TX,2014,0,0,0,0,0,2967,0,0,0,0,0,29818,0,0,0,0,0,41961,0,0,20907,1,2,1,2,2
261146965,0,1,HARRIS HARDY & JOHNSTONE PC,RICHMOND,VA,2014,0,0,0,0,0,64350,0,0,0,0,0,64382,0,0,0,0,0,50028,0,0,92820,1,2,1,2,2
036008681,0,1,DE GREENAWALT CPA,POWNAL,VT,2014,0,0,0,0,0,16300,0,0,0,0,0,16316,0,0,0,0,0,18546,0,0,217912,1,2,1,2,2
841410242,0,0,SWIFT SNOW & ASSOCIATES LLC,BRECKENRIDGE,CO,2014,0,0,0,0,0,190,0,0,0,0,0,46565,0,0,0,0,0,46137,0,0,22415,1,1,1,2,2
231303208,0,0,TROUT EBERSOLE & GROFF LLP,LANCASTER,PA,2014,0,0,0,0,0,32454,0,0,0,0,0,96204,0,0,0,0,0,85215,0,0,342585,1,1,1,2,2
391891477,0,0,CHIPPEWA VALLEY TAX SERVICE,CHIPPEWA FALLS,WI,2014,0,0,0,0,0,0,0,0,0,0,0,13955,0,0,0,0,0,9302,0,0,12425,1,1,1,2,2
300110445,0,0,ELLINGSON & ELLINGSON LTD,EDINA,MN,2014,0,0,0,0,0,0,0,0,0,0,0,32926,0,0,0,0,0,38971,0,0,11885,1,1,1,2,2
800309921,0,0,MICHAEL J CLARK CPA,San Jose,CA,2014,"Create and maintain a public Memorial honoring the Veterans from the Vietnam War in San Jose, California.",0,0,0,0,0,783,0,7097,0,0,18604,53460,0,0,0,783,8437,0,0,61838,1,1,1,1,1
042849487,0,0,MOCERA VISCONTI & COMPANY CPAS LLP,ARLINGTON,MA,2014,TO PROVIDE THE NECESSARY ENVIRONMENT TO STUDENTS WITH AN INTRODUCTION TO THE FORMAL CLASSROOM SETTING AND TO COMMENCE THE NURTURING OF THE SOCIALIZATION SKILLS REQUIRED TO SUCCESSFULLY MAKE THE TRANSITION TO THE PUBLIC SCHOOL SYSTEM IN A COOPERATIVE SETTING.,1984,100,22,0,0,894,0,14613,470445,0,485658,471066,0,0,325741,894,475704,67380,0,171362,1,1,1,1,1
237113765,0,0,PATRICIA J HOULE CPA,PITTSFIELD,NH,2014,0,0,0,0,0,3020,0,0,0,0,0,13934,0,0,0,0,0,14664,0,0,227100,1,1,1,2,2
020347622,0,0,PLODZIK & SANDERSON PROFESSIONAL ASSN,SOMERSWORTH,NH,2014,PROVIDING SPECIALIZED EDUCATIONAL PROGRAMS AND SERVICES TO THE CHILDREN AND YOUTH WHO ARE A SPECIAL PART OF OUR JOURNEY TOGETHER.,1973,0,123,0,0,0,0,24202,5412180,0,5436768,5422916,0,0,4880592,0,5429150,0,1,1136960,1,1,1,1,1
311070841,0,0,Fred A Dilley CPA,Cambridge,OH,2014,0,0,0,0,0,0,0,0,0,0,0,15667,0,0,0,0,0,44982,0,0,460379,1,1,1,2,2
270977070,0,0,LOREN RANDALL PC DBA RANDALL HENSEL & CO,MISSOULA,MT,2014,0,0,0,0,0,14368,0,0,0,0,0,39896,0,0,0,0,0,46286,0,0,21242,1,1,1,2,2
621674308,0,0,BLUE & CO LLC,NASHVILLE,TN,2014,"SEE SCHEDULE O. PROVIDE INDIVIDUALS, FAMILIES, AND ORGANIZATIONS SEEKING CENTERSTONE OF TENNESSEE SERVICES THE OPPORTUNITY FOR RECOVERY AND HEALTH THROUGH THE AVAILABILITY OF RESEARCH-BASED MENTAL HEALTH AND ADDICTIONS TREATMENT, TECHNOLOGY AND EDUCATION. WE PROVIDE THESE SERVICES ON A LIFE-SPAN CONTINUUM - MEETING THE OFTEN COMPLEX TREATMENT NEEDS OF PRESCHOOL AGED CHILDREN THROUGH AN EXPANDING LATE AGE ADULT POPULATION.",1997,100,1290,39862,0,963,21334956,2343143,52471066,0,77968585,76264988,1415,0,45380960,96377,75617744,1311028,18,30713130,1,1,1,1,1
