0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
431550588,0,0,HARDEN CUMMINS MOSS & MILLER LLC,CHILLICOTHE,MO,100,2,0,0,0,0,135453,0,0,136149,147122,0,0,43508,0,145407,0,0,201337
800418093,0,0,Lasker Kim & Co LLP,LA JOLLA,CA,0,0,0,0,0,0,0,0,0,16103,0,0,0,0,0,26524,0,0,-229015
364239741,0,0,R J AUGUSTINE & ASSOCIATES LTD CPAS,SCHAUMBURG,IL,0,0,0,0,0,0,0,0,0,22350,0,0,0,0,0,25151,0,0,4679
237025130,0,0,MARTIN HOOD FRIESE & ASSOC LLC,CHAMPAIGN,IL,40,0,0,0,113500,0,1840668,0,0,2031204,1446274,734146,0,298658,222232,1185400,0,0,9693678
263875444,0,4,ARJUNANI HASAN & COMPANY PC CPAS,Spring,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330639020,0,4,McGINITY & NODAR LLP,Laguna Niguel,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630633516,0,0,BARFIELD MURPHY SHANK & SMITH LLC,BIRMINGHAM,AL,41,0,0,0,0,0,0,194135,0,201590,173585,0,0,0,0,170791,0,0,163708
237099373,0,0,MICHAEL TERRY CPA LLC,AIKEN,SC,37,0,0,0,0,0,0,549835,0,549877,660744,0,0,43511,0,603163,43511,0,107410
760024782,0,0,FITTS ROBERTS & CO PC,THE WOODLANDS,TX,0,0,12075,0,0,0,0,1327,0,13483,17409,20000,0,0,0,21770,0,0,606915
742493055,0,1,CALHOUN THOMSON MATZA LLP,AUSTIN,TX,0,0,0,517477,0,0,0,2861057,0,3381641,3076146,56143,0,0,0,3168179,0,0,1363316
470824109,0,1,O'DONNELL FICENEC WILLS & FERDIG LLP,OMAHA,NE,0,0,0,0,0,0,0,145305,0,148950,140021,0,0,0,0,147090,0,0,1484808
061655857,0,1,HLB GRAVIER LLP,CORAL GABLES,FL,0,0,0,0,0,0,0,0,0,54600,51600,0,0,0,0,25137,0,0,216632
611063997,0,1,BRESSLER & COMPANY PSC,CRESTVIEW HILLS,KY,200,2,0,0,0,0,775,212946,0,242558,212719,0,0,107968,0,249120,74577,0,106753
770640000,0,1,GILBERT ASSOCIATES INC,SAN FRANCISCO,CA,0,4,0,0,0,0,0,0,0,-2365419,-1878314,0,0,155021,0,3175222,123871,1,6076157
341326953,0,0,BARNES WENDLING CPAS LLC,SANDUSKY,OH,0,0,0,0,0,0,0,0,0,144793,0,0,0,0,0,143125,0,0,133279
611107216,0,0,FRANCKE & ASSOCIATES LLC,ANCHORAGE,KY,0,0,0,0,0,0,0,0,0,35830,0,0,0,0,0,32971,0,0,29706
650293855,0,0,WILTSHIRE WHITLEY RICHARDSON ENGLISH PA,FORT MYERS,FL,0,0,0,58338,0,0,0,0,0,100816,0,0,0,0,0,98293,0,0,41588
461097171,0,0,P&J PROFESSIONAL ACCOUNTANCY GROUP,IRVINE,CA,0,0,0,0,0,0,0,0,0,147465,0,0,0,0,0,111570,0,0,39728
581917707,0,0,SMITH DUKES & BUCKALEW LLP,MOBILE,AL,0,0,0,0,0,0,0,0,0,25582,0,0,0,0,0,43944,0,0,140042
770492473,0,0,Ledwith Houghton & Co CPAs,PALO ALTO,CA,0,0,0,0,0,0,0,0,0,91289,0,0,0,0,0,84770,0,0,24707
113575524,0,4,Bernath & Rosenberg PC,BROOKLYN,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271481855,0,0,Rinaldo J Gonzalez CPA PC,SAN ANTONIO,TX,0,0,0,0,24860,0,854280,0,0,854280,1383776,10000,0,682021,59920,924849,0,0,357355
208356519,0,0,MORTON & ASSOCIATES INC,SAN FRANCISCO,CA,0,0,0,0,0,0,40000,0,0,40000,11510,0,0,0,0,13444,0,0,27395
611579760,0,0,ERNST & YOUNG US LLP,ELYRIA,OH,0,0,0,0,0,0,14913262,0,0,15371622,0,0,0,0,0,0,0,0,15114203
591475376,0,1,MOORE ELLISON & MCDUFFIE CPA'S PA,TALLAHASSEE,FL,0,45,0,4297628,149308,0,211183,0,0,4859480,4441398,28965,2000,1901265,158680,4330964,508616,1,6581026
640205299,0,1,BREAZEALE SAUNDERS & O'NEIL LTD,JACKSON,MS,0,7,0,342824,0,0,10802,507424,0,916466,876470,0,0,231461,0,877628,82500,0,700309
910570079,0,1,CHI OMEGA SORORITY -- BETA BETA CHAPTER,PULLMAN,WA,0,0,0,65866,0,0,0,0,0,65866,0,0,0,0,0,53068,0,0,61885
391165966,0,1,BAHR & KADLEC LTD,TWIN LAKES,WI,0,0,0,17221,0,0,0,0,0,63497,0,0,0,0,0,54034,0,0,90757
452356604,0,0,POOLE & ASSOCIATES LLC,RANCHO SANTA FE,CA,0,0,0,85000,0,0,0,0,0,85000,0,0,0,0,0,100009,0,0,-213894
464387860,0,0,BERGANKDV LTD,CEDAR RAPIDS,IA,8,3,0,0,2109,0,267995,53653,0,321648,0,0,0,61048,7456,292655,71329,0,28993
396510942,0,4,SIEPERT & COMPANY LLP,BELOIT,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371440662,0,0,CBIZ MHM LLC,MESA,AZ,18,0,0,0,10644,0,1818020,0,0,3389125,7508851,686485,0,89621,10644,1098357,0,0,23866568
650118122,0,0,WILTSHIRE WHITLEY RICHARDSON ENGLISH PA,FORT MYERS,FL,0,0,0,0,0,0,0,0,0,170750,0,0,0,0,0,211841,0,0,244590
272533084,0,0,Hack Tax and Accounting Services LLC,BRIDGEPORT,CT,200,0,0,0,0,0,8519,208811,0,217330,270112,0,0,61250,0,237578,61250,0,1892
113025942,0,0,MARKOWITZ FENELON & BANK LLP,WESTHAMPTON BEACH,NY,9,0,0,0,2475,0,85442,48000,0,137030,920514,5100,139132,0,10601,205670,0,0,1864967
431563823,0,0,WESTBROOK & CO PC,COLUMBIA,MO,5,0,0,0,0,0,2266327,0,0,3427067,458218,0,0,0,0,336582,0,0,3597139
742099076,0,0,HILL LONG & CO PC,WALLISVILLE,TX,21,2,0,0,0,0,112668,1319,0,134512,140194,0,0,75067,0,137072,69566,0,882317
560543231,0,0,Hamilton Financial Assoc Inc,Fuquay Varina,NC,1800,15,0,0,10061,0,1211408,32521,0,1243942,294997,0,21886,558666,51395,1040790,0,0,213835
582114912,0,0,FORMS AT HOMESTED,WALNUT COVE,NC,18,0,0,0,0,0,2001,0,0,17271,18368,0,0,0,0,33186,0,0,179540
222055574,0,0,Edward P Noble CPA,Mercerville,NJ,0,0,0,0,0,0,15000,93365,0,143447,163886,0,0,0,0,132608,0,0,91830
222353163,0,0,Cullari Carrico LLC,Passaic,NJ,15,12,0,0,977,644151,49487,0,0,694615,1193609,0,0,450809,91,730348,137844,0,-9938
990242276,0,1,SALLY M TAKAMINE CPA INC,WAIAMANALO,HI,0,0,0,12810,0,0,0,0,0,87726,0,0,0,0,0,127696,0,0,79005
200523317,0,4,T M BYXBEE COMPANY PC,STAMFORD,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330939310,0,0,B&L TAX GROUP,IRVINE,CA,0,0,0,0,0,0,0,0,0,136111,0,0,0,0,0,31782,0,0,201864
770565215,0,0,Benedetti & Associates CPA Inc,SANTA MARIA,CA,0,0,0,0,0,0,0,0,0,97967,0,0,0,0,0,97554,0,0,28880
270831134,0,0,The Rock Cancer CARE,San Diego,CA,0,0,0,0,0,0,0,0,0,99231,0,0,0,0,0,100706,0,0,7947
0,0,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742735322,0,0,Florette E Spires CPA PC,GEORGE WEST,TX,0,0,0,0,0,0,0,0,0,143323,0,0,0,0,0,146937,0,0,74701
208293331,0,0,J & S Tax Service,Stilwell,OK,0,0,0,0,0,0,0,0,0,76459,0,0,0,0,0,4608,0,0,227393
453129392,0,0,Leverett & Associates,Des Plaines,IL,0,0,0,0,0,0,0,0,0,72985,0,0,0,0,0,56929,0,0,49515
341729468,0,0,JEFFREY P OGG CPA LTD,TOLEDO,OH,0,0,0,0,0,0,0,0,0,64277,0,0,0,0,0,50907,0,0,61915
222513519,0,0,GUILMARTIN DIPIRO & SOKOLOWSKI LLC,NEW HAVEN,CT,0,0,0,0,0,0,0,0,0,35588,0,0,0,0,0,37198,0,0,35445
954303437,0,1,HOAG & ROBI INC,ORANGE,CA,0,0,0,350,0,0,0,0,0,15389,0,0,0,0,0,15857,0,0,18363
371272941,0,1,MARTIN HOOD FRIESE & ASSOC LLC,DOWNERS GROVE,IL,0,0,0,52746,0,0,0,0,0,69021,0,0,0,0,0,57838,0,0,67812
770499978,0,4,HEATHER J BLAKE CPA,SAN MATEO,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134165834,0,0,Capossela Cohen LLC,New Canaan,CT,200,5,0,0,3000,0,957714,527276,0,1486852,1036434,0,0,200237,40251,1202859,60000,0,435072
366650606,0,4,ROLAND G BALG CHARITABLE TRUST,PROVIDENCE,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161487436,0,4,EFP ROTENBERG LLP,ELMIRA,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367255316,0,4,MORIARTY & PRIMACK PC,BOSTON,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
046008232,0,4,FLORENCE M CUSHING TRUST NO 2,PROVIDENCE,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270091571,0,0,NOVAK FRANCELLA LLC,BOSTON,MA,0,0,0,1636,0,0,0,0,0,59783,0,0,0,0,0,46053,0,0,174393
800567359,0,0,GALE S ELMORE CPA,SHELBY,NC,0,3,0,0,0,34507,66564,32340,0,154558,126577,0,0,44574,0,113307,39800,0,94670
465667026,0,0,MISTER BURTON & FRENCH LLC,BALTIMORE,MD,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,10548,0,0,4452
250912765,0,1,BARNES SALY & COMPANY PC,SOMERSET,PA,0,4,0,154204,0,14000,30065,108325,0,323927,308027,0,44445,179856,0,335199,59155,0,117996
526077887,0,1,CPA Associates,Edgewater,MD,50,10,0,0,0,0,1365,16845,0,222802,255063,0,0,89151,0,239441,0,0,366336
540979285,0,1,AVERETT WARMUS DURKEE PA,KISSIMMEE,FL,260000,19,0,0,0,40000,1095103,7564377,0,12496381,10740745,0,0,3621143,0,11167685,2331786,9,21606224
680440622,0,0,Spiteri Narasky & Daley LLP,San Rafael,CA,0,0,0,0,0,247241,0,131948,0,379512,351409,0,0,64805,0,524291,0,0,2093656
911694299,0,0,ANASTASI MOORE & MARTIN PLLC,Spokane,WA,158,30,0,174181,15034,90857,874782,511619,0,1941649,1359068,0,0,582918,187281,2141449,59809,0,6518678
020692687,0,0,TALLEY MAULDIN & PEETE PC,DECATUR,AL,0,0,0,0,0,0,9901,0,0,10273,2411,38407,0,0,0,50157,0,0,386659
453848336,0,0,SOBEL AND CO LLC CPA'S,EWING,NJ,45,1,0,0,10550,0,1814313,0,0,1841012,999461,518000,0,862281,112433,1798012,0,0,1452632
455415041,0,0,Naviaux Dubow & Harris LLC,Austin,TX,10,5,0,1676015,28861,0,496939,0,0,2176536,1478031,2017789,0,212765,184147,2646652,84641,0,15399
940997527,0,1,PAVLIK & CHITWOOD LLP,YREKA,CA,0,0,0,24997,0,0,0,0,0,91575,0,0,0,0,0,92319,0,0,55141
463986607,0,1,James E Kinkead PC,Macon,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0
132659286,0,4,STEVEN SMALLOWITZ CPA PC,NEW YORK,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953370744,0,1,JEFFREY R ROGERS CPA,Washington,DC,140,0,0,0,14895,0,567257,0,0,567262,695615,46625,0,92394,58022,559812,0,0,19604
721427573,0,0,CARR RIGGS & INGRAM LLC,NEW ORLEANS,LA,8,0,0,0,0,0,20000,0,0,30846,12388,7500,0,0,0,18463,0,0,495513
954655122,0,4,LESLIE WALLACE & ASSOCIATES,Los Angeles,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266055323,0,4,BOLLENBACK & FORRET PA CPAS,GULFPORT,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541687076,0,4,YOUNT HYDE & BARBOUR PC CPA'S,BLUEMONT,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263296075,0,4,CHRISTINE KRENZEL CPA,SAN FRANCISCO,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134088730,0,4,COHNREZNICK LLP,NEW YORK,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273813061,0,0,WEGNER CPAS LLP,MADISON,WI,9,12,0,0,7434,0,0,259398,0,1006163,850247,0,0,603372,35511,958965,145423,1,796301
020603109,0,0,PLANIOM CONSULTING & TAX,ENGLEWOOD CLIFFS,NJ,0,0,0,0,0,0,64756,0,0,75097,77873,22625,0,0,0,49513,0,0,408065
237425855,0,4,REHMANN ROBSON LLC,ANN ARBOR,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237393095,0,0,ANDERSON & GILBERT INC,BRATTLEBORO,VT,25,7,0,0,3070,349496,122784,9113,0,507011,372925,0,0,356493,12037,479441,62000,0,806605
311306419,0,0,JOHN GERLACH & COMPANY LLP,COLUMBUS,OH,0,2,0,0,3965923,0,3450000,0,0,7512277,4175617,7142964,0,164730,176349,7801825,0,0,8904850
770358709,0,4,WHITTIER TRUST COMPANY,SANTA BARBARA,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454337497,0,4,ERIC HODGESON PC CPA,HOUSTON,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237309965,0,4,KELLEY DRYE & WARREN LLP,NEW YORK,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010556446,0,0,SMITH SULLIVAN & BROWN PC,QUINCY,MA,414,28,0,3000,157525,149073,348385,75793,0,756373,753427,19000,0,483334,81176,684819,80093,0,666000
751830391,0,0,DURBIN & COMPANY LLP,QUANAH,TX,0,0,0,0,0,0,0,0,0,9250,0,0,0,0,0,3924,0,0,28565
223210355,0,0,KM URSO & COMPANY LLC,NEWTOWN,CT,0,0,0,2510,0,0,0,0,0,142412,0,0,0,0,0,116504,0,0,400612
237334398,0,0,HEINOLD BANWART LTD,PEORIA,IL,0,0,0,0,0,0,0,0,0,130324,0,0,0,0,0,122504,0,0,269073
510368093,0,0,DAVID S JOHNSON CPA,WILMINGTON,DE,0,0,0,0,0,0,0,0,0,64914,0,0,0,0,0,55994,0,0,58901
370667347,0,1,CLIFTONLARSONALLEN LLP,HARRISBURG,IL,0,0,0,48622,0,0,0,0,0,190594,0,0,0,0,0,175688,0,0,254156
421131866,0,0,A-P TAX & ACCOUNTING LTD,PARKERSBURG,IA,0,0,0,45000,0,0,23,0,0,52626,63803,0,0,23287,0,43473,0,0,250182
263958604,0,0,JAMES WATERMAN CPA,BEVERLY,MA,500,5,0,0,408,0,10544,669066,0,679610,468188,0,0,105755,408,682829,46917,0,-25461
203108661,0,0,STRESSER & ASSOCIATES PC,GREENVILLE,SC,0,0,0,0,0,0,0,0,0,51791,0,0,0,0,0,98063,0,0,16640
043063658,0,0,JONATHAN F GEORGE SR CPA CFP,SHELBURNE FALLS,MA,0,0,0,0,0,0,0,0,0,46341,0,0,0,0,0,53943,0,0,103608
141901138,0,0,Krehbiel & Associates LLC,MT VERNON,IL,0,0,0,0,0,0,0,0,0,28819,0,0,0,0,0,33388,0,0,105113
136100575,0,4,Gruber Palumberi Raffaele PC,MT KISCO,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841706060,0,0,VANNIE B WILLIAMS CPA PC,Hawley,PA,25,0,0,335,0,105343,27427,0,0,145556,146447,0,0,0,1485,189109,0,0,308141
954577359,0,0,KELLER AND ASSOCIATES LLP,MONTEREY PARK,CA,490,32,8432,0,0,1344702,602230,2751349,0,4706816,4075086,314517,0,1181227,0,4314577,198269,1,13002
232473574,0,1,DGK GROUP PC,PLYMOUTH MEETING,PA,0,0,0,0,0,0,0,339232,0,377021,384257,0,0,0,0,309888,750,0,1165498
431452591,0,1,J and J BUSINESS SERVICE,KEARNEY,MO,0,5,0,482,2872,0,53,0,0,54288,62694,0,0,23787,0,56095,0,0,39510
300361765,0,0,HCF&L,BALTIMORE,MD,0,0,0,0,0,0,0,59870,0,59948,58265,0,0,9600,0,62142,0,0,-62915
236298046,0,0,MAILLIE LLP,HATBORO,PA,16,4,0,0,0,84257,48488,12587,0,171919,154156,0,0,91730,0,182083,49573,0,1092925
271772574,0,1,ENDERLE BESTEN DIERUF PLLC,BOWLING GREEN,KY,0,0,0,0,0,0,0,0,0,71941,0,0,0,0,0,57892,0,0,160631
311273977,0,1,Thomas A Rankin & Company,COLUMBUS,OH,0,0,0,78745,0,0,0,0,0,78745,0,0,0,0,0,59072,0,0,165134
951213325,0,1,MILLER KAPLAN ARASE LLP,VENTURA,CA,0,4,0,0,0,0,0,844209,0,928211,908736,0,0,554912,0,909320,242597,1,1623633
911532096,0,0,Accounting Solutions,HONOLULU,HI,0,0,0,0,0,0,0,0,0,52515,0,0,0,0,0,93288,0,0,26417
431870059,0,0,CLIFTONLARSONALLEN LLP,BALLWIN,MO,0,0,0,0,0,0,0,0,0,15368,0,0,0,0,0,59329,0,0,430787
383473597,0,0,PLANTE & MORAN PLLC,WESTLAND,MI,0,0,0,0,0,0,0,0,0,14050,0,0,0,0,0,15010,0,0,9414
232936584,0,0,RIMMER & JENNINGS LLC,PHILADELPHIA,PA,0,0,0,0,0,0,0,0,0,19141,0,0,0,0,0,35189,0,0,-32985
731665266,0,0,BDO USA LLP,Anchorage,AK,115,0,0,0,0,0,211655,85934,0,300794,304978,0,0,0,0,255504,0,0,627098
943354453,0,0,VOLLMER DANIEL GAEBE & GROVELLP CPA'S,VISALIA,CA,3,3,0,0,0,115511,19691,0,0,135310,264308,5000,0,99377,0,177689,30000,0,52185
946103247,0,1,Susan F Hurrell CPA,ORINDA,CA,0,0,0,40230,0,0,0,0,0,54222,0,0,0,0,0,52331,0,0,18877
200449533,0,4,ANDERSEN TAX LLC,WESTPORT,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264290262,0,0,LEUNG ACCOUNTANCY CORPORATION,LOS ANGELES,CA,0,0,0,0,0,0,0,0,0,75310,0,0,0,0,0,262248,0,0,23977
010588839,0,0,DONOHUE GIRONDA & DORIA CPA'S,MIDDLETOWN,NJ,12,30,0,10040,0,0,33653,455731,0,569611,569189,0,0,395320,0,591852,15000,0,158268
264239877,0,0,HIMMELWRIGHT HUGULEY & BOLES LLC,AUBURN,AL,148,1,0,0,12000,0,174750,0,0,221848,416247,247980,0,81353,17800,350808,0,0,483975
237126080,0,0,DAN CLASBY & COMPANY,MARBLEHEAD,MA,15,0,0,0,0,0,108,6305,0,6907,13049,0,0,0,0,8078,0,0,245927
411721815,0,0,BAKER TILLY VIRCHOW KRAUSE LLP,SLAYTON,MN,4,32,0,0,19631,2242979,137514,4150320,0,5952956,7906019,1319394,0,1210640,25080,7174344,100965,0,10999913
480543792,0,0,SAINT LUKES CUSHING HOSPITAL INC,LEAVENWORTH,KS,149,339,0,570,0,8723,77601,24050595,0,63028902,37659301,3134533,0,14740561,0,34307024,799678,6,14266020
043302838,0,0,SHARKANSKY LLP,SHERBORN,MA,0,0,0,0,0,0,0,0,0,95074,0,0,0,0,0,60555,0,0,173419
161529092,0,0,Jean E Bak EA,AKRON,NY,0,0,0,0,0,0,0,0,0,40991,0,0,0,0,0,35039,0,0,13015
680457330,0,0,JAMES M MCVEIGH & ASSOCIATES INC,BENICIA,CA,0,0,0,0,0,0,0,0,0,181141,0,0,0,0,0,168408,0,0,61384
421522059,0,0,Gary B Coleman CPA,Indianola,IA,0,0,0,0,0,0,0,0,0,15729,0,0,0,0,0,20744,0,0,46678
161555026,0,0,Project Cafe Inc,Cazenovia,NY,0,0,0,0,0,0,0,0,0,33406,0,0,0,0,0,33466,0,0,38712
521233683,0,0,CALIBRE CPA GROUP PLLC,WASHINGTON,DC,0,22,9900,0,75546,0,3317987,79780,0,3491593,3079435,0,0,1386899,234334,3496342,555000,3,2310802
840446349,0,0,TAYLOR ROTH AND COMPANY,BOULDER,CO,0,35,40151,0,160,380080,162560,623827,0,1209359,790028,0,0,646237,2412,900279,79972,0,1923946
521458696,0,0,FRANK & COMPANY PC,MCLEAN,VA,0,0,0,0,0,0,295512,0,0,295512,48500,49877,0,0,0,161562,0,0,148956
911355848,0,0,HERMAN & ASSOCIATES CPAS PC,WHITE SALMON,WA,9,0,0,0,78151,0,86389,0,0,164540,157048,0,0,0,25255,33704,0,0,532062
264794988,0,0,PHILIP C KEMBEL CPA LLC,LOVELAND,CO,0,0,0,0,0,0,0,0,0,93559,0,0,0,0,0,95853,0,0,19078
460405232,0,0,Kohlman Bierschbach & Anderson LLP,Miller,SD,0,0,0,0,0,0,0,0,0,56615,0,0,0,0,0,68690,0,0,16608
300292659,0,0,CRUM & COMPANY,AKRON,OH,0,0,0,0,0,0,0,0,0,9338,0,0,0,0,0,17631,0,0,44673
521318621,0,0,Phillip N Martin CPA LLC,Pulaski,VA,28,9,0,0,6508,28000,1753932,0,0,1790779,1512939,1464218,0,123892,12279,1642520,29750,0,423391
201953508,0,0,SKODA MINOTTI & CO,TAMPA,FL,50000,8,0,211198,9494,0,1071429,0,0,1311127,1297512,0,0,543565,36733,1259657,141530,1,214226
510284276,0,0,MASTER SIDLOW & ASSOCIATES PA,WILMINGTON,DE,5,94,0,0,0,0,1910,3458791,0,3476569,3525342,0,0,2143976,0,3649856,0,0,-2329365
391961006,0,0,CLIFTONLARSONALLEN LLP,BIRCHWOOD,WI,0,0,0,0,0,174110,2730,0,0,177220,465044,0,0,0,0,189808,0,0,178279
510153996,0,1,Tess L Ridgway CPA,PHOENIX,AZ,0,0,0,0,0,0,2590,30014,0,62927,0,0,0,0,0,81216,0,0,486806
237540948,0,1,Marian Business Services,Oxnard,CA,0,0,0,11385,0,0,0,0,0,139863,0,0,0,0,0,131686,0,0,188227
680369934,0,0,Cambridge Business Services Inc,Pleasant Hill,CA,0,6,0,0,0,0,221349,1144099,0,1365562,564846,3675,0,268575,0,1169161,190150,1,186800
136208824,0,4,RSM US LLP,NEW YORK,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912095167,0,4,Wilson & Company PSC,Somerset,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760218990,0,0,BDO USA LLP,Houston,TX,220,0,0,0,200180,0,16194,49153,0,277410,198628,28800,0,0,0,177191,0,0,835732
352056072,0,0,AGRESTA STORMS & O'LEARY PC,BATESVILLE,IN,282,21,0,0,45876,316661,319983,0,0,690399,532137,0,0,468329,5430,621149,0,0,1124815
391432568,0,4,GERALD C CONDON JR AND ASSOCIATES,DE PERE,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203878699,0,0,EFP ROTENBERG LLP,ELMIRA,NY,150,58,0,0,0,243195,235806,2777855,0,3261179,3229098,0,0,2034077,0,3117657,87657,1,5289494
352284008,0,4,DULIN WARD & DEWALD INC,FORT WAYNE,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261848892,0,4,Kushi & Myers Pc,WILLIAMSTOWN,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
066405495,0,4,FRANK A SCHOENROCK CPA,GRANBY,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936041009,0,4,PRICEWATERHOUSECOOPERS LLP,MILWAUKEE,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541596203,0,4,BIRKHILL ASSOCIATES LLC,Middleburg,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770722574,0,0,VAUGHN ASSOCIATES SERVICES INC,Santa Monica,CA,30,1,0,0,0,0,200023,17731,0,218358,345169,0,0,183261,6003,279115,89091,0,102934
954130773,0,0,KPMG LLP,West Hollywood,CA,125,8,0,493174,15926,0,2063275,464621,0,3053947,2153643,9000,0,774652,235455,2174374,166424,1,2546935
910906330,0,0,JOHNSON STONE & PAGANO PS,TACOMA,WA,10,69,0,0,0,0,12475,4088504,0,4100979,4414635,0,0,2897081,0,4244109,277549,2,1240892
571205133,0,0,Capin Crouse LLP,Wheaton,IL,227,2,0,0,11166,0,430184,65600,0,496373,565530,360828,0,125171,17785,554893,100824,0,178079
263132885,0,0,KANAREK AND CO,LAKEWOOD,NJ,0,0,0,0,0,0,0,0,0,57125,0,0,0,0,0,54042,0,0,4119
270812688,0,0,TAYLOR AND LIEBERMAN AAC,LOS ANGELES,CA,0,0,0,0,0,0,0,0,0,55701,0,0,0,0,0,62128,0,0,36970
870210444,0,1,SMUIN RICH & MARSING,PRICE,UT,0,0,0,0,0,0,0,0,0,58772,0,0,0,0,0,59737,0,0,65182
262005373,0,0,SCHIMANDLE & ASSOCIATES LLP,NIPOMO,CA,0,0,0,0,0,0,0,0,0,33802,0,0,0,0,0,24109,0,0,43114
274243892,0,0,AARONSON LAVOIE STREITFELD DIAZ & CO PC,Providence,RI,0,0,0,0,0,0,0,0,0,99503,0,0,0,0,0,82540,0,0,46180
061809603,0,0,ROBERT WAGER EA INC,Austin,TX,0,0,0,0,0,0,0,0,0,16462,0,0,0,0,0,12411,0,0,14902
542142678,0,0,Joyce Ann Martin CPA PSC,W Somerset,KY,0,0,0,0,0,0,0,0,0,156107,0,0,0,0,0,100033,0,0,340601
341691517,0,1,MILLER VERCHOTA INC,ELGIN,IL,0,0,0,23400,0,0,0,0,0,105032,0,0,0,0,0,110096,0,0,303726
943162069,0,0,CAPSTONE CPAS LLC,BEND,OR,0,0,0,0,0,0,0,0,0,170012,0,0,0,0,0,187578,0,0,424547
581631266,0,0,Steven J Oliver CPA,FORT VALLEY,GA,0,0,0,0,0,0,0,0,0,9628,0,0,0,0,0,18306,0,0,277679
942941953,0,0,McKell Beeton & Winn,Orem,UT,0,0,0,0,0,0,0,200835,0,200837,220853,0,0,80493,0,227821,0,0,203249
351896211,0,0,LEHMAN & COMPANY PC,Fishers,IN,0,0,0,0,0,0,0,0,0,46733,0,0,0,0,0,54361,0,0,23783
205782137,0,0,CAVANAUGH & CO LLP,SARASOTA,FL,0,0,0,0,0,0,0,0,0,34608,0,0,0,0,0,33986,0,0,14751
760190357,0,0,WHITLEY PENN LLP,TEXAS CITY,TX,0,0,0,0,0,0,0,0,0,31885,0,0,0,0,0,32150,0,0,287413
203921425,0,4,LIEBERMAN LLP,SCARSDALE,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274150144,0,0,CONNIE H HUFFMAN CPA PA,Dover,NC,26,0,0,0,0,68858,0,0,0,75162,98522,0,0,0,0,82093,0,0,543751
650922489,0,0,MYERS BRETTHOLTZ & COMPANY PA,FORT MYERS,FL,6,40,0,0,0,865694,191092,6332129,0,7390112,4798584,0,0,1897434,0,6540202,144494,0,2294873
860807244,0,0,VALLEY OF THE SUN SCHOOL PROPERTIES TWO,Phoenix,AZ,4,0,0,0,0,0,0,79805,0,79829,80467,0,0,0,0,105499,0,0,540300
841554540,0,4,Johnson Kightlinger & Company,Boulder,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
